Zeit,Bodentemp,Lufttemp,Lastgang
2316,"7,7","16,1","3.991,4"
2317,"7,7","18,3","3.620,9"
2318,"7,7","19,6","3.303,2"
2319,"7,7","20,3","3.144,4"
2320,"7,7",21,"3.038,6"
2321,"7,7","20,8","3.038,6"
2322,"7,7","20,2","3.144,4"
2323,"7,7","18,4","3.567,9"
2324,"7,7","16,2","3.859,1"
2325,"7,7","14,9","3.620,9"
2326,"7,7","12,4","3.885,5"
2327,"7,7",12,"4.229,6"
2328,"7,7","10,8","4.441,3"
2329,"7,8","9,4","4.520,7"
2330,"7,8","8,4","4.547,2"
2331,"7,8","8,8","4.785,4"
2332,"7,8","8,3","5.023,6"
2333,"7,8","8,6","5.208,9"
2334,"7,8","8,1","5.182,4"
2335,"7,8","8,8","5.023,6"
2336,"7,8","10,5","4.679,6"
2337,"7,9","12,3","4.097,3"
2338,"7,9","14,4","3.515,0"
2339,"7,9","15,6","3.144,4"
2340,"7,9","17,5","2.773,9"
2341,"7,9","18,7","600,0"
2342,"7,9","20,3","600,0"
2343,"7,9","21,4","600,0"
2344,"8,0",21,"600,0"
2345,"8,0","21,2","600,0"
2346,"8,0","19,9","600,0"
2347,"8,0",18,"2.826,8"
2348,"8,0","16,4","3.515,0"
2349,"8,0","14,9","4.044,3"
2350,"8,0","13,8","4.414,9"
2351,"8,1","12,7","4.891,3"
2352,"8,1","11,7","4.997,2"
2353,"8,1",11,"5.182,4"
2354,"8,1","9,8","5.420,6"
2355,"8,1","8,8","5.632,4"
2356,"8,1","7,2","5.685,3"
2357,"8,2","6,3","5.976,5"
2358,"8,2","5,7","6.055,9"
2359,"8,2","6,8","5.817,6"
2360,"8,2","8,6","4.573,7"
2361,"8,2","9,7","3.144,4"
2362,"8,3","12,3","600,0"
2363,"8,3","14,5","600,0"
2364,"8,3","16,5","600,0"
2365,"8,3","18,4","600,0"
2366,"8,3",19,"600,0"
2367,"8,3","19,4","600,0"
2368,"8,4","19,7","600,0"
2369,"8,4","19,8","600,0"
2370,"8,4","19,1","600,0"
2371,"8,4","17,9","600,0"
2372,"8,4","17,2","3.118,0"
2373,"8,4","15,5","3.620,9"
2374,"8,5","13,7","4.150,2"
2375,"8,5",13,"4.414,9"
2376,"8,5","12,6","4.653,1"
2377,"8,5","10,7","4.864,8"
2378,"8,5","10,3","5.023,6"
2379,"8,5",10,"5.314,8"
2380,"8,5","9,1","5.500,0"
2381,"8,6","8,7","5.208,9"
2382,"8,6","8,1","4.097,3"
2383,"8,6","9,7","3.938,5"
2384,"8,6",13,"3.091,5"
2385,"8,6","14,2","600,0"
2386,"8,6","16,9","600,0"
2387,"8,6","19,8","600,0"
2388,"8,6","20,2","600,0"
2389,"8,7","19,5","600,0"
2390,"8,7","19,4","600,0"
2391,"8,7","19,6","600,0"
2392,"8,7","19,8","600,0"
2393,"8,7","19,7","600,0"
2394,"8,7","19,4","600,0"
2395,"8,7","18,6","600,0"
2396,"8,7",13,"600,0"
2397,"8,8","11,5","2.668,0"
2398,"8,8","10,1","3.223,8"
2399,"8,8","9,3","2.879,8"
2400,"8,8","9,2","3.276,8"
2401,"8,8","9,1","3.620,9"
2402,"8,8","8,9","3.726,7"
2403,"8,8","8,7","3.700,3"
2404,"8,9","8,5","3.832,6"
2405,"8,9","8,3","4.123,7"
2406,"8,9","8,1","4.361,9"
2407,"8,9","8,4","4.467,8"
2408,"8,9","9,7","4.388,4"
2409,"8,9","11,3","4.176,7"
2410,"8,9","13,5","3.806,1"
2411,"9,0",14,"3.488,5"
2412,"9,0",15,"3.409,1"
2413,"9,0","15,2","3.250,3"
2414,"9,0","15,8","3.250,3"
2415,"9,0","16,1","3.409,1"
2416,"9,0","17,2","3.170,9"
2417,"9,0","17,4","3.223,8"
2418,"9,0","15,9","3.515,0"
2419,"9,1","14,9","3.964,9"
2420,"9,1","13,6","4.547,2"
2421,"9,1","13,4","5.023,6"
2422,"9,1","12,7","5.208,9"
2423,"9,1","11,7","5.447,1"
2424,"9,1","11,2","5.791,2"
2425,"9,1","10,9","5.897,1"
2426,"9,1","10,7","6.267,6"
2427,"9,2","10,5","6.347,0"
2428,"9,2","10,2","6.452,9"
2429,"9,2","10,5","6.532,3"
2430,"9,2",10,"6.452,9"
2431,"9,2","10,4","6.161,7"
2432,"9,2","12,4","5.103,0"
2433,"9,2","15,3","4.044,3"
2434,"9,3","17,3","3.409,1"
2435,"9,3","18,1","3.038,6"
2436,"9,3","19,4","2.078,8"
2437,"9,3","19,3","600,0"
2438,"9,3","19,8","600,0"
2439,"9,3",20,"600,0"
2440,"9,3","20,4","600,0"
2441,"9,3","20,7","600,0"
2442,"9,4","20,4","600,0"
2443,"9,4","14,6","600,0"
2444,"9,4","13,4","3.303,2"
2445,"9,4","13,9","2.932,7"
2446,"9,4","12,4","2.668,0"
2447,"9,4","12,2","2.826,8"
2448,"9,4","12,3","3.118,0"
2449,"9,4","10,5","3.170,9"
2450,"9,4","10,7","3.594,4"
2451,"9,5","10,7","4.044,3"
2452,"9,5","10,3","4.097,3"
2453,"9,5","9,7","4.044,3"
2454,"9,5","9,5","3.832,6"
2455,"9,5",10,"3.409,1"
2456,"9,5","10,5","3.329,7"
2457,"9,6","10,4","3.356,2"
2458,"9,6",10,"3.223,8"
2459,"9,6","10,7","3.197,4"
2460,"9,6","11,6","3.223,8"
2461,"9,6","10,9","3.276,8"
2462,"9,6","10,4","3.091,5"
2463,"9,6","9,3","3.197,4"
2464,"9,7","9,2","3.170,9"
2465,"9,7","9,3","3.065,0"
2466,"9,7",9,"3.144,4"
2467,"9,7","9,1","3.462,1"
2468,"9,7","9,2","3.753,2"
2469,"9,7","8,8","3.938,5"
2470,"9,7","8,7","4.229,6"
2471,"9,7","8,7","4.732,5"
2472,"9,7","8,2","4.653,1"
2473,"9,8","8,3","4.547,2"
2474,"9,8","7,5","4.600,1"
2475,"9,8",7,"4.997,2"
2476,"9,8","6,5","4.970,7"
2477,"9,8","6,2","4.838,4"
2478,"9,8","5,9","4.785,4"
2479,"9,8","7,2","4.653,1"
2480,"9,8",9,"4.494,3"
2481,"9,8","12,3","4.335,5"
2482,"9,8","15,5","3.964,9"
2483,"9,8","15,9","3.620,9"
2484,"9,8","17,5","3.356,2"
2485,"9,8","17,7","3.012,1"
2486,"9,8","18,5","2.853,3"
2487,"9,8","18,2","3.038,6"
2488,"9,8","19,4","3.065,0"
2489,"9,8","18,5","3.118,0"
2490,"9,8","17,4","3.382,6"
2491,"9,8","16,1","3.488,5"
2492,"9,8","15,3","3.806,1"
2493,"9,8","13,8","4.017,9"
2494,"9,7","12,5","4.123,7"
2495,"9,7","11,4","4.388,4"
2496,"9,7","10,8","4.838,4"
2497,"9,7","9,4","4.970,7"
2498,"9,7","9,5","4.917,8"
2499,"9,7","8,6","4.917,8"
2500,"9,8","8,7","4.864,8"
2501,"9,8","7,9","4.970,7"
2502,"9,8","6,9","4.917,8"
2503,"9,8","8,1","4.600,1"
2504,"9,8","10,3","3.700,3"
2505,"9,8","13,1","3.303,2"
2506,"9,8",15,"3.144,4"
2507,"9,8",18,"2.694,5"
2508,"9,8","17,8","600,0"
2509,"9,8","18,1","2.668,0"
2510,"9,8","18,7","2.668,0"
2511,"9,8","20,2","2.694,5"
2512,"9,9","19,7","3.409,1"
2513,"9,9","19,5","3.488,5"
2514,"9,9","19,4","3.567,9"
2515,"9,9","18,2","3.806,1"
2516,"9,9","17,3","4.203,1"
2517,"9,9","16,5","4.150,2"
2518,"9,9","15,7","4.176,7"
2519,"9,9","15,2","4.467,8"
2520,"9,9","14,8","4.467,8"
2521,"9,9","14,2","4.414,9"
2522,"9,9","14,3","4.626,6"
2523,"9,9","13,6","4.970,7"
2524,"10,0","13,5","4.917,8"
2525,"10,0","13,2","4.838,4"
2526,"10,0",13,"4.944,2"
2527,"10,0","12,9","5.050,1"
2528,"10,0","13,9","4.811,9"
2529,"10,0","14,6","4.785,4"
2530,"10,0","15,6","4.653,1"
2531,"10,1","17,4","4.838,4"
2532,"10,1","18,4","5.129,5"
2533,"10,1","18,9","5.208,9"
2534,"10,1","18,8","4.997,2"
2535,"10,1",20,"4.917,8"
2536,"10,1","20,1","4.944,2"
2537,"10,2","19,7","5.341,2"
2538,"10,2","20,1","5.500,0"
2539,"10,2","18,2","5.553,0"
2540,"10,2","16,6","5.553,0"
2541,"10,2","14,7","5.579,4"
2542,"10,2","13,6","5.711,8"
2543,"10,2","13,6","5.738,2"
2544,"10,3","12,4","5.658,8"
2545,"10,3",11,"5.605,9"
2546,"10,3","10,6","5.632,4"
2547,"10,3","9,9","5.526,5"
2548,"10,3","9,7","5.473,6"
2549,"10,3","8,6","5.473,6"
2550,"10,4","8,4","5.394,2"
2551,"10,4","9,8","5.447,1"
2552,"10,4","11,5","5.394,2"
2553,"10,4","14,2","5.182,4"
2554,"10,4","16,7","4.732,5"
2555,"10,4","18,5","4.256,1"
2556,"10,5","18,6","4.150,2"
2557,"10,5","20,1","4.229,6"
2558,"10,5",21,"4.256,1"
2559,"10,5",22,"4.229,6"
2560,"10,5","21,5","4.732,5"
2561,"10,5","21,3","4.573,7"
2562,"10,6","20,5","4.997,2"
2563,"10,6","18,2","5.447,1"
2564,"10,6",17,"5.394,2"
2565,"10,6","16,2","5.394,2"
2566,"10,6","14,9","5.553,0"
2567,"10,6","13,8","5.738,2"
2568,"10,6","12,7","5.685,3"
2569,"10,6","11,4","5.791,2"
2570,"10,7","10,7","5.976,5"
2571,"10,7","9,7","6.002,9"
2572,"10,7","8,7","5.950,0"
2573,"10,7","8,5","6.082,3"
2574,"10,7","8,4","6.426,4"
2575,"10,8","10,6","6.347,0"
2576,"10,8","11,6","6.241,1"
2577,"10,8","14,3","6.294,1"
2578,"10,8","17,3","5.817,6"
2579,"10,8","20,7","5.314,8"
2580,"10,8","22,5","5.950,0"
2581,"10,9","22,8","5.738,2"
2582,"10,9","23,7","6.055,9"
2583,"10,9","23,6","6.082,3"
2584,"10,9","24,5","5.711,8"
2585,"10,9","24,2","5.870,6"
2586,"10,9","22,9","6.267,6"
2587,"11,0","21,5","6.108,8"
2588,"11,0","19,6","6.135,3"
2589,"11,0","18,7","6.214,7"
2590,"11,0","15,7","6.505,8"
2591,"11,0","15,1","6.479,3"
2592,"11,0","13,6","6.479,3"
2593,"11,0","12,7","6.452,9"
2594,"11,1","11,6","6.426,4"
2595,"11,1","11,3","6.452,9"
2596,"11,1","10,4","6.479,3"
2597,"11,1","9,4","6.532,3"
2598,"11,1","9,9","6.558,7"
2599,"11,2","12,1","6.479,3"
2600,"11,2","14,8","6.347,0"
2601,"11,2","17,7","6.029,4"
2602,"11,2","20,1","5.844,1"
2603,"11,2","21,9","5.764,7"
2604,"11,3","23,8","5.764,7"
2605,"11,3",25,"5.579,4"
2606,"11,3","25,8","5.553,0"
2607,"11,3","26,3","5.500,0"
2608,"11,3","26,4","5.420,6"
2609,"11,3","25,6","5.658,8"
2610,"11,4","24,9","5.764,7"
2611,"11,4","23,2","5.923,5"
2612,"11,4","22,3","6.002,9"
2613,"11,4","19,1","6.161,7"
2614,"11,4","16,7","6.214,7"
2615,"11,4","15,5","6.426,4"
2616,"11,5","14,3","6.585,2"
2617,"11,5","13,4","6.796,9"
2618,"11,5","12,4","6.796,9"
2619,"11,5","11,4","6.744,0"
2620,"11,5","10,5","6.717,5"
2621,"11,5","9,9","6.849,9"
2622,"11,6","9,7","6.770,5"
2623,"11,6","12,3","6.611,7"
2624,"11,6",14,"6.426,4"
2625,"11,6",19,"6.055,9"
2626,"11,6",21,"6.214,7"
2627,"11,7","22,2","6.320,5"
2628,"11,7","23,5","5.764,7"
2629,"11,7","24,8","5.738,2"
2630,"11,7","25,9","5.447,1"
2631,"11,7","26,4","5.341,2"
2632,"11,8","26,4","5.420,6"
2633,"11,8","26,6","5.288,3"
2634,"11,8","26,2","5.420,6"
2635,"11,8","25,4","5.632,4"
2636,"11,8","23,3","5.844,1"
2637,"11,8","20,1","6.108,8"
2638,"11,8","18,3","6.479,3"
2639,"11,9",16,"6.611,7"
2640,"11,9","15,7","7.008,7"
2641,"11,9","14,1","7.088,1"
2642,"11,9",13,"7.220,4"
2643,"11,9","12,5","6.982,2"
2644,"11,9",12,"6.955,7"
2645,"12,0","11,5","6.982,2"
2646,"12,0","10,8","6.955,7"
2647,"12,0","11,9","6.505,8"
2648,"12,0","15,1","5.976,5"
2649,"12,0","18,1","5.394,2"
2650,"12,1","21,4","4.891,3"
2651,"12,1",23,"4.520,7"
2652,"12,1","24,9","4.229,6"
2653,"12,1","25,7","4.229,6"
2654,"12,1","25,8","4.044,3"
2655,"12,2","25,7","3.964,9"
2656,"12,2","25,9","3.779,7"
2657,"12,2","25,8","3.620,9"
2658,"12,2",25,"3.753,2"
2659,"12,2","22,4","4.282,5"
2660,"12,2","20,8","5.261,8"
2661,"12,3","19,4","5.764,7"
2662,"12,3","18,7","5.605,9"
2663,"12,3","17,6","6.029,4"
2664,"12,3","16,7","6.241,1"
2665,"12,3","15,4","6.055,9"
2666,"12,3",14,"5.632,4"
2667,"12,4","13,3","5.579,4"
2668,"12,4","12,3","5.844,1"
2669,"12,4","12,1","6.479,3"
2670,"12,4",12,"6.108,8"
2671,"12,4","13,5","5.288,3"
2672,"12,4","14,2","4.494,3"
2673,"12,5","17,3","3.647,3"
2674,"12,5","20,5","3.197,4"
2675,"12,5","22,4","2.906,2"
2676,"12,5","24,2","2.985,6"
2677,"12,5","25,4","3.223,8"
2678,"12,6","26,1","3.144,4"
2679,"12,6","26,6","3.462,1"
2680,"12,6","27,1","3.594,4"
2681,"12,6","25,9","3.647,3"
2682,"12,6","25,2","4.017,9"
2683,"12,6","23,2","4.414,9"
2684,"12,6",22,"4.785,4"
2685,"12,7","20,9","5.129,5"
2686,"12,7","19,8","5.261,8"
2687,"12,7","18,7","5.367,7"
2688,"12,7","18,3","5.579,4"
2689,"12,7","18,3","5.738,2"
2690,"12,7","17,4","5.791,2"
2691,"12,7","16,1","5.791,2"
2692,"12,8","15,9","5.791,2"
2693,"12,8","16,7","5.791,2"
2694,"12,8","16,3","5.791,2"
2695,"12,8","16,7","5.658,8"
2696,"12,8",19,"5.314,8"
2697,"12,9","18,6","5.103,0"
2698,"12,9","16,2","5.023,6"
2699,"12,9","16,5","4.944,2"
2700,"12,9","17,5","4.864,8"
2701,"12,9","19,5","4.732,5"
2702,"13,0","19,4","4.414,9"
2703,"13,0","19,6","4.229,6"
2704,"13,0","20,1","4.256,1"
2705,"13,0","18,7","4.256,1"
2706,"13,0","15,7","4.388,4"
2707,"13,0","15,3","4.626,6"
2708,"13,1","15,1","5.235,4"
2709,"13,1","14,5","5.473,6"
2710,"13,1","13,1","5.605,9"
2711,"13,1","12,9","5.976,5"
2712,"13,1","13,2","6.188,2"
2713,"13,1","12,4","6.532,3"
2714,"13,1","11,6","6.796,9"
2715,"13,1","11,4","6.876,3"
2716,"13,2","10,7","7.008,7"
2717,"13,2","10,1","7.088,1"
2718,"13,2","10,4","7.035,2"
2719,"13,2","11,5","6.638,1"
2720,"13,2","12,9","5.738,2"
2721,"13,2",15,"5.023,6"
2722,"13,2","16,2","4.309,0"
2723,"13,2","17,1","3.726,7"
2724,"13,2","17,7","3.382,6"
2725,"13,2",18,"2.985,6"
2726,"13,2","19,5","2.641,6"
2727,"13,2","18,7","600,0"
2728,"13,2","19,4","600,0"
2729,"13,2","18,6","600,0"
2730,"13,2","18,3","600,0"
2731,"13,2","17,5","2.959,2"
2732,"13,2","15,7","3.753,2"
2733,"13,2","14,9","4.361,9"
2734,"13,2","13,9","4.917,8"
2735,"13,2","13,1","5.050,1"
2736,"13,2","11,9","5.261,8"
2737,"13,2","11,8","5.500,0"
2738,"13,2",11,"5.473,6"
2739,"13,2","10,3","5.208,9"
2740,"13,2","11,3","4.679,6"
2741,"13,2","10,9","5.023,6"
2742,"13,3","12,2","5.156,0"
2743,"13,3","12,9","4.282,5"
2744,"13,3","14,2","3.435,6"
2745,"13,3","16,6","3.038,6"
2746,"13,3","17,9","600,0"
2747,"13,3","18,4","600,0"
2748,"13,3","17,9","600,0"
2749,"13,3","18,7","600,0"
2750,"13,3","19,6","2.906,2"
2751,"13,3","16,8","3.223,8"
2752,"13,3","18,3","3.091,5"
2753,"13,3","18,6","3.329,7"
2754,"13,3","16,3","3.859,1"
2755,"13,3","14,5","3.991,4"
2756,"13,3","13,8","4.150,2"
2757,"13,3","11,7","4.335,5"
2758,"13,3","11,8","4.414,9"
2759,"13,3","11,8","4.600,1"
2760,"13,3","11,7","4.679,6"
2761,"13,3",11,"4.891,3"
2762,"13,3","10,1","4.944,2"
2763,"13,3",9,"5.050,1"
2764,"13,3","9,2","5.103,0"
2765,"13,3","8,7","5.129,5"
2766,"13,3","8,5","5.156,0"
2767,"13,3","9,3","5.394,2"
2768,"13,3","10,4","5.447,1"
2769,"13,3","11,3","5.447,1"
2770,"13,3","11,5","5.314,8"
2771,"13,3","11,5","5.208,9"
2772,"13,3","13,2","5.129,5"
2773,"13,3","13,6","5.076,6"
2774,"13,3","13,6","5.050,1"
2775,"13,3","13,7","5.076,6"
2776,"13,3","14,5","5.208,9"
2777,"13,3","13,3","5.288,3"
2778,"13,3","13,8","5.447,1"
2779,"13,3","12,5","5.500,0"
2780,"13,3","10,8","5.632,4"
2781,"13,3","9,5","5.791,2"
2782,"13,3",8,"5.870,6"
2783,"13,3","7,7","6.135,3"
2784,"13,2","7,3","6.426,4"
2785,"13,2","6,4","6.505,8"
2786,"13,2",5,"6.479,3"
2787,"13,2","4,6","6.479,3"
2788,"13,2",4,"6.505,8"
2789,"13,2","3,6","6.532,3"
2790,"13,2","3,7","6.505,8"
2791,"13,2","5,8","6.479,3"
2792,"13,2","7,9","6.373,5"
2793,"13,2",11,"6.214,7"
2794,"13,2","13,7","6.002,9"
2795,"13,2","15,1","5.791,2"
2796,"13,2","16,7","5.579,4"
2797,"13,2","16,6","5.473,6"
2798,"13,2",18,"5.235,4"
2799,"13,2","18,5","5.156,0"
2800,"13,2","19,2","5.288,3"
2801,"13,1","19,2","5.473,6"
2802,"13,1","19,1","5.579,4"
2803,"13,1","18,4","5.738,2"
2804,"13,1","15,9","5.870,6"
2805,"13,1",15,"5.976,5"
2806,"13,1","13,8","6.135,3"
2807,"13,1","12,1","6.347,0"
2808,"13,1","12,1","6.479,3"
2809,"13,1","10,7","6.532,3"
2810,"13,1","10,7","6.532,3"
2811,"13,1","10,6","6.505,8"
2812,"13,1",10,"6.505,8"
2813,"13,1",10,"6.479,3"
2814,"13,1","9,6","6.505,8"
2815,"13,1","10,7","6.452,9"
2816,"13,1","12,5","6.399,9"
2817,"13,1","14,7","6.241,1"
2818,"13,1",16,"6.320,5"
2819,"13,1","16,9","6.399,9"
2820,"13,1","17,2","6.294,1"
2821,"13,1","16,8","6.347,0"
2822,"13,1","16,4","6.347,0"
2823,"13,1","17,4","6.161,7"
2824,"13,1","18,9","5.976,5"
2825,"13,1","18,5","5.844,1"
2826,"13,1","18,1","5.817,6"
2827,"13,1","16,9","5.870,6"
2828,"13,1","15,6","5.923,5"
2829,"13,1",15,"5.923,5"
2830,"13,1","14,1","5.976,5"
2831,"13,1","13,5","6.082,3"
2832,"13,1","13,5","6.029,4"
2833,"13,1","12,2","5.976,5"
2834,"13,1","11,7","5.976,5"
2835,"13,1","11,6","6.002,9"
2836,"13,1","11,8","6.082,3"
2837,"13,1","11,5","6.161,7"
2838,"13,1","10,9","6.241,1"
2839,"13,1","11,6","5.579,4"
2840,"13,1",13,"5.023,6"
2841,"13,1","15,3","4.467,8"
2842,"13,1","17,6","4.150,2"
2843,"13,1",19,"4.335,5"
2844,"13,1","19,8","4.203,1"
2845,"13,1","21,4","4.229,6"
2846,"13,1","22,8","3.859,1"
2847,"13,1","24,3","3.276,8"
2848,"13,1","25,1","3.276,8"
2849,"13,1","25,2","3.382,6"
2850,"13,2","24,2","3.541,5"
2851,"13,2","22,2","4.150,2"
2852,"13,2","21,7","4.944,2"
2853,"13,2","19,7","5.553,0"
2854,"13,2","18,8","5.950,0"
2855,"13,2","18,6","6.320,5"
2856,"13,2","18,3","6.426,4"
2857,"13,2","17,2","6.399,9"
2858,"13,2","14,9","6.585,2"
2859,"13,2","15,9","6.717,5"
2860,"13,2",15,"6.823,4"
2861,"13,2","13,9","6.929,3"
2862,"13,2","13,1","6.823,4"
2863,"13,3","12,3","6.161,7"
2864,"13,3","10,7","5.314,8"
2865,"13,3","10,7","4.785,4"
2866,"13,3","12,7","4.044,3"
2867,"13,3","14,5","3.382,6"
2868,"13,3",17,"2.932,7"
2869,"13,3",16,"2.694,5"
2870,"13,3","18,3","600,0"
2871,"13,4","19,3","600,0"
2872,"13,4","18,6","600,0"
2873,"13,4",18,"600,0"
2874,"13,4","17,2","600,0"
2875,"13,4","16,1","2.853,3"
2876,"13,4","14,5","3.515,0"
2877,"13,4","13,4","4.017,9"
2878,"13,4","12,3","4.150,2"
2879,"13,4","11,6","4.891,3"
2880,"13,4","11,4","5.314,8"
2881,"13,4","11,2","5.685,3"
2882,"13,4","10,4","5.923,5"
2883,"13,4","10,1","6.082,3"
2884,"13,4","9,5","6.214,7"
2885,"13,5","8,4","6.347,0"
2886,"13,5","7,8","6.399,9"
2887,"13,5","7,4","5.632,4"
2888,"13,5","7,7","4.176,7"
2889,"13,5","8,4","3.409,1"
2890,"13,5","8,4","600,0"
2891,"13,5","9,9","600,0"
2892,"13,5",11,"600,0"
2893,"13,5","11,2","2.641,6"
2894,"13,5","11,9","2.721,0"
2895,"13,5","12,8","3.859,1"
2896,"13,5","12,8","4.997,2"
2897,"13,5","13,8","5.553,0"
2898,"13,5","13,3","5.632,4"
2899,"13,5","12,3","5.632,4"
2900,"13,5","10,7","5.632,4"
2901,"13,5",9,"5.579,4"
2902,"13,5","8,5","5.526,5"
2903,"13,5","7,1","5.526,5"
2904,"13,5","6,3","5.526,5"
2905,"13,5","5,4","5.526,5"
2906,"13,5","4,1","5.526,5"
2907,"13,5","4,4","5.447,1"
2908,"13,5","3,4","5.394,2"
2909,"13,5","3,1","5.394,2"
2910,"13,5",4,"5.261,8"
2911,"13,5","5,1","4.891,3"
2912,"13,5",7,"4.335,5"
2913,"13,5","8,8","4.017,9"
2914,"13,5","10,8","3.567,9"
2915,"13,5","13,1","3.250,3"
2916,"13,5","14,3","3.223,8"
2917,"13,5","15,5","2.932,7"
2918,"13,5","16,8","600,0"
2919,"13,5","16,5","600,0"
2920,"13,5","15,7","600,0"
2921,"13,5","15,7","600,0"
2922,"13,5","15,6","600,0"
2923,"13,5","15,2","3.012,1"
2924,"13,5","14,2","3.912,0"
2925,"13,5","13,5","4.388,4"
2926,"13,4","12,8","4.785,4"
2927,"13,4","12,5","4.997,2"
2928,"13,4","12,2","5.182,4"
2929,"13,4",12,"5.235,4"
2930,"13,4","11,2","5.261,8"
2931,"13,4",11,"5.129,5"
2932,"13,4","10,2","5.050,1"
2933,"13,4","10,3","5.076,6"
2934,"13,4","10,7","5.023,6"
2935,"13,4","10,8","4.626,6"
2936,"13,4","12,1","3.964,9"
2937,"13,4","12,8","3.567,9"
2938,"13,4","13,8","3.356,2"
2939,"13,4","15,7","3.091,5"
2940,"13,4","17,6","3.012,1"
2941,"13,4","18,4","2.932,7"
2942,"13,4","17,9","2.773,9"
2943,"13,4","18,8","2.800,4"
2944,"13,4","19,3","3.038,6"
2945,"13,4","18,8","2.959,2"
2946,"13,4","18,4","2.721,0"
2947,"13,4","17,1","3.223,8"
2948,"13,4","15,9","3.938,5"
2949,"13,3","14,9","4.441,3"
2950,"13,3","13,7","4.891,3"
2951,"13,3","12,9","5.156,0"
2952,"13,3","12,9","5.367,7"
2953,"13,3","12,3","5.526,5"
2954,"13,3","11,8","5.420,6"
2955,"13,3",11,"5.076,6"
2956,"13,3",10,"5.235,4"
2957,"13,3","9,7","5.632,4"
2958,"13,3","10,2","5.632,4"
2959,"13,4","10,7","4.917,8"
2960,"13,4","11,4","3.779,7"
2961,"13,4",13,"3.303,2"
2962,"13,4","15,1","3.091,5"
2963,"13,4","17,5","2.721,0"
2964,"13,4","18,3","600,0"
2965,"13,4",20,"2.853,3"
2966,"13,4",20,"4.282,5"
2967,"13,4","20,8","4.070,8"
2968,"13,4","20,6","3.303,2"
2969,"13,4","19,9","3.700,3"
2970,"13,4","18,8","3.964,9"
2971,"13,4","17,2","4.203,1"
2972,"13,4","15,7","4.494,3"
2973,"13,4","14,1","4.653,1"
2974,"13,4","13,1","4.653,1"
2975,"13,4","12,2","4.679,6"
2976,"13,4","11,8","4.706,0"
2977,"13,4","11,2","4.706,0"
2978,"13,4","10,5","4.732,5"
2979,"13,4","10,2","4.679,6"
2980,"13,4","9,6","4.653,1"
2981,"13,5","9,5","4.679,6"
2982,"13,5","9,8","4.653,1"
2983,"13,5","11,9","4.600,1"
2984,"13,5","14,5","4.467,8"
2985,"13,5","16,4","4.229,6"
2986,"13,5","18,4","3.938,5"
2987,"13,5","19,4","3.673,8"
2988,"13,5","20,8","3.144,4"
2989,"13,5","21,9","3.012,1"
2990,"13,5","22,3","3.091,5"
2991,"13,5","22,7","2.826,8"
2992,"13,5","22,6","2.668,0"
2993,"13,6","21,9","2.641,6"
2994,"13,6","21,3","2.694,5"
2995,"13,6",20,"3.144,4"
2996,"13,6","18,8","3.912,0"
2997,"13,6","17,2","4.414,9"
2998,"13,6","15,7","4.679,6"
2999,"13,6","14,7","4.917,8"
3000,"13,6","14,1","5.208,9"
3001,"13,6","12,9","5.420,6"
3002,"13,6","12,5","5.473,6"
3003,"13,6","11,6","5.658,8"
3004,"13,6","10,6","5.897,1"
3005,"13,6","9,6","6.029,4"
3006,"13,6",10,"6.002,9"
3007,"13,7","11,4","4.997,2"
3008,"13,7","14,2","4.150,2"
3009,"13,7","16,3","3.356,2"
3010,"13,7","18,5","2.668,0"
3011,"13,7","19,4","600,0"
3012,"13,7",21,"600,0"
3013,"13,7","22,1","600,0"
3014,"13,7","22,7","600,0"
3015,"13,7","23,2","600,0"
3016,"13,7","23,4","600,0"
3017,"13,8","22,8","600,0"
3018,"13,8","21,9","600,0"
3019,"13,8","20,7","600,0"
3020,"13,8",19,"2.694,5"
3021,"13,8","17,4","2.932,7"
3022,"13,8","15,7","3.250,3"
3023,"13,8","14,8","3.118,0"
3024,"13,8","14,1","3.250,3"
3025,"13,8","13,3","3.515,0"
3026,"13,8","12,3","3.832,6"
3027,"13,8","11,1","4.097,3"
3028,"13,9","10,2","4.176,7"
3029,"13,9","9,6","4.070,8"
3030,"13,9","10,9","4.017,9"
3031,"13,9","13,5","4.044,3"
3032,"13,9","15,8","3.991,4"
3033,"13,9","17,5","4.070,8"
3034,"13,9",20,"3.885,5"
3035,"13,9","21,5","3.726,7"
3036,"14,0","21,8","3.620,9"
3037,"14,0","23,1","3.515,0"
3038,"14,0","23,7","3.462,1"
3039,"14,0","24,6","3.303,2"
3040,"14,0",25,"2.826,8"
3041,"14,0","24,9","3.012,1"
3042,"14,0","24,1","3.144,4"
3043,"14,0","22,5","3.356,2"
3044,"14,0","20,7","3.541,5"
3045,"14,0","18,9","3.647,3"
3046,"14,1","17,6","4.017,9"
3047,"14,1","16,4","4.150,2"
3048,"14,1","15,5","3.938,5"
3049,"14,1","14,5","4.176,7"
3050,"14,1","12,6","4.203,1"
3051,"14,1","12,4","4.203,1"
3052,"14,1","11,6","4.229,6"
3053,"14,1","10,9","4.256,1"
3054,"14,1","11,9","4.256,1"
3055,"14,2","14,9","4.229,6"
3056,"14,2","17,3","4.229,6"
3057,"14,2","19,1","4.203,1"
3058,"14,2","21,4","4.123,7"
3059,"14,2","22,6","4.017,9"
3060,"14,2","22,8","4.044,3"
3061,"14,2","23,8","3.938,5"
